Year,ID,MapID,Input,Original_revised_to_uniform_VVL,MapID_Source.Local_Alias,Units,TrimRevisedOriginal,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL,QC_accrued,QC1,QCplus_minus,QC2,QC_tally,QC3
1983,198322,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,325,996,1088,1419,2203,2559,1868,718,1113,893,662,706,14550,14550,TRUE,-14550,,1142165,TRUE
1983,198323,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,53806,62939,81107,169331,211899,220028,195804,32677,30781,23220,27830,32743,1142165,1142165,TRUE,=1142165,TRUE,1142165,
1983,198324,,-,-KCWA/Boswell Spreading,KCWA/Boswell Spreading,AF,KCWA/Boswell Spreading,2035,1178,1240,256,6113,4502,3207,214,1226,1313,1361,916,23561,23561,TRUE,-23561,,1118604,
1983,198325,,+,+Pioneer Flow to River,Pioneer Flow to River,AF,Pioneer Flow to River,1321,950,413,206,355,113,175,474,512,547,363,407,5836,5836,TRUE,+5836,,1124440,
1983,198326,,-,-2800 Acre Percolation and Spreading,2800 Acre Percolation and Spreading,AF,2800 Acre Percolation and Spreading,4995,7801,8686,10254,13465,15279,13048,6132,9278,9343,7664,7435,113380,113380,TRUE,-113380,,1011060,TRUE
1983,198327,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,48097,54910,71594,159027,192676,200360,179724,26805,20789,13111,19168,24799,1011060,1011060,TRUE,=1011060,TRUE,1011060,
1984,198401,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,84280,96998,68614,49793,67327,89409,110785,96734,43180,41726,37420,47770,834036,834036,TRUE,+834036,,+834036,
1984,198402,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,633,676,655,676,655,676,676,655,676,655,676,7985,7985,TRUE,-7985,,826051,
1984,198403,1010,-,-Beardsley Canal at Head,Beardsley Diversion,AF,Beardsley Canal at Head,7747,21562,25605,25513,31746,33431,41312,29907,21272,33681,20039,17435,309250,309250,TRUE,-309250,,516801,
1984,198404,1020,-,-Carrier Canal at Head,Carrier Diversion,AF,Carrier Canal at Head,33547,31412,36387,23625,34905,53008,42220,52340,21253,7369,16726,29659,382451,382451,TRUE,-382451,,134350,TRUE
1984,198405,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,42310,43391,5946,0,0,2315,26577,13811,0,0,0,0,134350,134350,TRUE,=134350,TRUE,134350,
1984,198406,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,134350,
1984,198407,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,115,2041,877,0,3701,3256,0,0,0,0,0,0,9990,9990,TRUE,+9990,,144340,
1984,198408,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,12839,8460,2864,0,0,1549,23272,13324,0,0,0,0,62308,62308,TRUE,-62308,,82032,
1984,198409,1040,-,-Calloway Canal at Head,Calloway Diversion,AF,Calloway Canal at Head,11306,7059,3864,0,3302,3426,2614,48,0,0,0,0,31619,31619,TRUE,-31619,,50413,
1984,198410,2002,-,-River Loss: Rocky Point to Calloway Weir,River Loss: Rocky Point to Calloway Weir,AF,River Loss: Rocky Point to Calloway Weir,230,159,95,0,399,596,691,387,0,0,0,0,2557,2557,TRUE,-2557,,47856,TRUE
1984,198411,1050,=,=Calloway River Weir,Flow at Riverview Park,AF,Calloway River Weir,18050,29754,0,0,0,0,0,52,0,0,0,0,47856,47856,TRUE,=47856,TRUE,47856,
1984,198412,1051,+,+CVC T.O. #4 to River,CVC T.O. #4 to River,AF,CVC T.O. #4 to River,476,658,90,793,397,165,149,60,488,30,20,20,3346,3346,TRUE,+3346,,51202,
1984,198413,1052,+,+CVC T.O. #3 to River,CVC T.O. #3 to River,AF,CVC T.O. #3 to River,0,0,0,0,368,8449,5166,3262,1962,0,0,0,19207,19207,TRUE,+19207,,70409,
1984,198414,1054,+,+Friant-Kern Inflow,Friant-Kern Inflow,AF,Friant-Kern Inflow,0,2600,0,0,0,0,0,0,0,0,0,3060,5660,5660,TRUE,+5660,,76069,
1984,198415,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,5419,20400,0,0,0,7047,3721,1371,114,0,0,0,38072,38072,TRUE,-38072,,37997,
1984,198416,2003,-,-River Loss: Cally. Weir to River Canal Weir,River Loss: Cally. Weir to River Canal Weir,AF,River Loss: Cally. Weir to River Canal Weir,1839,1317,90,793,765,1511,1527,1856,1088,30,20,347,11183,11183,TRUE,-11183,,26814,TRUE
1984,198417,1070,=,=River Canal Weir,Flow at Coffee Rd,AF,River Canal Weir,11268,11295,0,0,0,56,67,147,1248,0,0,2733,26814,26814,TRUE,=26814,TRUE,26814,
1984,198418,,+,+Pioneer Turnout,Pioneer Turnout,AF,Pioneer Turnout,9070,7293,6010,1595,559,0,0,0,0,0,11246,19648,55421,55421,TRUE,+55421,,82235,
1984,198419,1071,+,+CVC T.O. #2 to River,CVC T.O. #2 to River,AF,CVC T.O. #2 to River,0,811,3191,1091,0,0,0,0,0,0,0,0,5093,5093,TRUE,+5093,,87328,
1984,198420,1073,-,-Rosedale Channel at Head,Rosedale Channel Diversion,AF,Rosedale Channel at Head,6177,5978,4011,1133,232,0,0,0,0,0,10151,11730,39412,39412,TRUE,-39412,,47916,
1984,198421,1072,-,-Pioneer Canal at Head,Pioneer Canal at Head,AF,Pioneer Canal at Head,5159,7317,4409,883,0,0,0,0,0,0,0,0,17768,17768,TRUE,-17768,,30148,
1984,198422,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,836,631,529,509,327,56,67,147,1248,0,768,1862,6980,6980,TRUE,-6980,,23168,TRUE
1984,198423,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,8166,5473,252,161,0,0,0,0,0,0,327,8789,23168,23168,TRUE,=23168,TRUE,23168,
1984,198424,,-,-KCWA Spreading,KCWA Spreading,AF,KCWA Spreading,0,416,0,0,0,0,0,0,0,0,0,0,416,416,TRUE,-416,,22752,
1984,198425,,+,+Pioneer Flow to River,Pioneer Flow to River,AF,Pioneer Flow to River,234,0,0,0,0,0,0,0,0,0,154,748,1136,1136,TRUE,+1136,,23888,
1984,198426,,-,-2800 Acre Percolation and Spreading,2800 Acre Percolation and Spreading,AF,2800 Acre Percolation and Spreading,3787,1840,252,161,0,0,0,0,0,0,481,9537,16058,16058,TRUE,-16058,,7830,TRUE
1984,198427,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,4613,3217,0,0,0,0,0,0,0,0,0,0,7830,7830,TRUE,=7830,TRUE,7830,
1985,198501,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,40133,48686,53821,56358,72506,98757,111385,77728,34973,25305,20333,28986,668971,668971,TRUE,+668971,,+668971,
1985,198502,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,611,676,655,676,655,676,676,655,676,655,676,7963,7963,TRUE,-7963,,661008,
1985,198503,1010,-,-Beardsley Canal at Head,Beardsley Diversion,AF,Beardsley Canal at Head,4713,14733,20487,27762,36766,36819,42948,25523,11199,12230,4108,11042,248330,248330,TRUE,-248330,,412678,
1985,198504,1020,-,-Carrier Canal at Head,Carrier Diversion,AF,Carrier Canal at Head,34744,33342,32638,27941,26464,35086,44663,36905,23119,12399,8848,8402,324551,324551,TRUE,-324551,,88127,TRUE
1985,198505,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,0,0,20,0,8600,26197,23098,14624,0,0,6722,8866,88127,88127,TRUE,=88127,TRUE,88127,
1985,198506,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,88127,
1985,198507,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,10143,1371,1769,2747,393,0,0,0,2945,2844,4747,2960,29919,29919,TRUE,+29919,,118046,
1985,198508,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,0,0,0,0,3921,19485,17240,9987,0,0,24,256,50913,50913,TRUE,-50913,,67133,
1985,198509,1040,-,-Calloway Canal at Head,Calloway Diversion,AF,Calloway Canal at Head,9677,1194,1519,2505,2714,3057,3592,3233,2404,2135,1394,3957,37381,37381,TRUE,-37381,,29752,
1985,198510,2002,-,-River Loss: Rocky Point to Calloway Weir,River Loss: Rocky Point to Calloway Weir,AF,River Loss: Rocky Point to Calloway Weir,466,177,254,242,2358,1469,810,716,507,570,827,859,9255,9255,TRUE,-9255,,20497,TRUE
1985,198511,1050,=,=Calloway River Weir,Flow at Riverview Park,AF,Calloway River Weir,0,0,16,0,0,2186,1456,688,34,139,9224,6754,20497,20497,TRUE,=20497,TRUE,20497,
1985,198512,1051,+,+CVC T.O. #4 to River,CVC T.O. #4 to River,AF,CVC T.O. #4 to River,24,38,0,0,0,0,0,0,0,1355,994,383,2794,2794,TRUE,+2794,,23291,
1985,198513,1052,+,+CVC T.O. #3 to River,CVC T.O. #3 to River,AF,CVC T.O. #3 to River,0,46,199,0,203,0,0,294,3087,0,149,456,4434,4434,TRUE,+4434,,27725,
1985,198514,1054,+,+Friant-Kern Inflow,Friant-Kern Inflow,AF,Friant-Kern Inflow,0,600,0,0,0,0,0,0,0,0,0,0,600,600,TRUE,+600,,28325,
1985,198515,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,28325,
1985,198516,2003,-,-River Loss: Cally. Weir to River Canal Weir,River Loss: Cally. Weir to River Canal Weir,AF,River Loss: Cally. Weir to River Canal Weir,24,165,215,0,203,2186,1456,982,2907,1494,7667,5286,22585,22585,TRUE,-22585,,5740,TRUE
1985,198517,1070,=,=River Canal Weir,Flow at Coffee Rd,AF,River Canal Weir,0,519,0,0,0,0,0,0,214,0,2700,2307,5740,5740,TRUE,=5740,TRUE,5740,
1985,198518,,+,+Pioneer Turnout,Pioneer Turnout,AF,Pioneer Turnout,6950,16,22,71,42,73,10,0,0,0,0,1539,8723,8723,TRUE,+8723,,14463,
1985,198519,1071,+,+CVC T.O. #2 to River,CVC T.O. #2 to River,AF,CVC T.O. #2 to River,0,0,0,0,0,0,0,0,0,0,0,412,412,412,TRUE,+412,,14875,
1985,198520,1073,-,-Rosedale Channel at Head,Rosedale Channel Diversion,AF,Rosedale Channel at Head,6097,0,0,0,0,0,0,0,0,0,1323,2693,10113,10113,TRUE,-10113,,4762,
1985,198521,1072,-,-Pioneer Canal at Head,Pioneer Canal at Head,AF,Pioneer Canal at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,4762,
1985,198522,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,522,464,22,71,42,73,10,0,214,0,1377,1565,4360,4360,TRUE,-4360,,402,TRUE
1985,198523,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,331,71,0,0,0,0,0,0,0,0,0,0,402,402,TRUE,=402,TRUE,402,
1985,198524,,+,+CVC T.O. #1 to River,CVC T.O. #1 to River,AF,CVC T.O. #1 to River,0,0,0,0,0,0,0,0,0,1324,12096,1635,15055,15055,TRUE,+15055,,15457,
1985,198525,,+,+Pioneer Flow to River,Pioneer Flow to River,AF,Pioneer Flow to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,15457,
1985,198526,,-,-2800 Acre Percolation and Spreading,2800 Acre Percolation and Spreading,AF,2800 Acre Percolation and Spreading,331,71,0,0,0,0,0,0,0,1324,12096,1635,15457,15457,TRUE,-15457,,0,TRUE
1985,198527,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
1986,198601,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,31277,39039,95946,172221,205204,233197,193767,141114,67569,82792,45227,24208,1331561,1331561,TRUE,+1331561,,+1331561,
1986,198602,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,611,676,655,676,655,676,676,655,676,655,676,7963,7963,TRUE,-7963,,1323598,
1986,198603,1010,-,-Beardsley Canal at Head,Beardsley Diversion,AF,Beardsley Canal at Head,4246,10302,24309,35225,47314,46572,45116,30179,21072,23887,12704,4902,305828,305828,TRUE,-305828,,1017770,
1986,198604,1020,-,-Carrier Canal at Head,Carrier Diversion,AF,Carrier Canal at Head,8445,10272,27995,35841,37250,42573,46504,43022,24801,20053,12153,5254,314163,314163,TRUE,-314163,,703607,TRUE
1986,198605,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,17910,17854,42966,100500,119964,143397,101471,67237,21041,38176,19715,13376,703607,703607,TRUE,=703607,TRUE,703607,
1986,198606,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,0,0,0,0,0,0,0,0,0,0,417,0,417,417,TRUE,+417,,704024,
1986,198607,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,301,0,0,0,0,0,0,0,127,0,0,0,428,428,TRUE,+428,,704452,
1986,198608,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,6069,9095,18335,17381,14122,23574,25120,19875,8688,11623,4407,2154,160443,160443,TRUE,-160443,,544009,
1986,198609,1040,-,-Calloway Canal at Head,Calloway Diversion,AF,Calloway Canal at Head,6357,2545,11477,27675,37466,32435,28744,15772,11435,12920,10786,10349,207961,207961,TRUE,-207961,,336048,
1986,198610,2002,-,-River Loss: Rocky Point to Calloway Weir,River Loss: Rocky Point to Calloway Weir,AF,River Loss: Rocky Point to Calloway Weir,740,857,1358,817,853,736,538,460,547,621,456,483,8466,8466,TRUE,-8466,,327582,TRUE
1986,198611,1050,=,=Calloway River Weir,Flow at Riverview Park,AF,Calloway River Weir,5045,5357,11796,54627,67523,86652,47069,31130,498,13012,4483,390,327582,327582,TRUE,=327582,TRUE,327582,
1986,198612,1051,+,+CVC T.O. #4 to River,CVC T.O. #4 to River,AF,CVC T.O. #4 to River,119,0,0,107,61,242,77,32,0,543,0,1686,2867,2867,TRUE,+2867,,330449,
1986,198613,1052,+,+CVC T.O. #3 to River,CVC T.O. #3 to River,AF,CVC T.O. #3 to River,501,0,0,0,0,0,0,0,0,0,607,552,1660,1660,TRUE,+1660,,332109,
1986,198614,1054,+,+Friant-Kern Inflow,Friant-Kern Inflow,AF,Friant-Kern Inflow,0,26929,67941,7617,0,0,0,0,0,0,0,0,102487,102487,TRUE,+102487,,434596,
1986,198615,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,434596,
1986,198616,2003,-,-River Loss: Cally. Weir to River Canal Weir,River Loss: Cally. Weir to River Canal Weir,AF,River Loss: Cally. Weir to River Canal Weir,4427,3861,5617,4941,4292,4546,3150,2339,234,3753,2846,1986,41992,41992,TRUE,-41992,,392604,TRUE
1986,198617,1070,=,=River Canal Weir,Flow at Coffee Rd,AF,River Canal Weir,1238,28425,74120,57410,63292,82348,43996,28823,264,9802,2244,642,392604,392604,TRUE,=392604,TRUE,392604,
1986,198618,,+,+Pioneer Turnout,Pioneer Turnout,AF,Pioneer Turnout,3346,129,635,2761,7563,61,0,1771,4534,8688,0,1019,30507,30507,TRUE,+30507,,423111,
1986,198619,1071,+,+CVC T.O. #2 to River,CVC T.O. #2 to River,AF,CVC T.O. #2 to River,0,0,0,0,0,0,0,1484,89,293,6906,2252,11024,11024,TRUE,+11024,,434135,
1986,198620,1073,-,-Rosedale Channel at Head,Rosedale Channel Diversion,AF,Rosedale Channel at Head,3190,5633,12863,14624,13896,10748,371,274,69,12088,6409,1396,81561,81561,TRUE,-81561,,352574,
1986,198621,1072,-,-Pioneer Canal at Head,Pioneer Canal at Head,AF,Pioneer Canal at Head,0,2533,8259,11058,11445,9604,8642,8216,3475,756,0,0,63988,63988,TRUE,-63988,,288586,
1986,198622,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,1394,1739,2700,1472,1360,1482,1040,869,627,1092,595,491,14861,14861,TRUE,-14861,,273725,TRUE
1986,198623,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,0,18649,50933,33017,44154,60575,33943,22719,716,4847,2146,2026,273725,273725,TRUE,=273725,TRUE,273725,
1986,198624,,-,-River Loss: Std. Hwy. to Berrenda Mesa T.O.,River Loss: Std. Hwy. to Berrenda Mesa T.O.,AF,River Loss: Std. Hwy. to Berrenda Mesa T.O.,0,0,0,0,0,0,0,0,0,1258,416,415,2089,2089,TRUE,-2089,,271636,
1986,198625,,-,-Berrenda Mesa Turnout from River,Berrenda Mesa Turnout from River,AF,Berrenda Mesa Turnout from River,0,0,0,2876,3064,2291,2346,2029,89,2376,1730,1611,18412,18412,TRUE,-18412,,253224,
1986,198626,,+,+CVC T.O. #1 to River,CVC T.O. #1 to River,AF,CVC T.O. #1 to River,0,0,0,0,0,0,0,90,0,7512,9205,6126,22933,22933,TRUE,+22933,,276157,
1986,198627,,+,+Pioneer Canal (P-1 Lateral) to 2800 Acres,Pioneer Canal (P-1 Lateral) to 2800 Acres,AF,Pioneer Canal (P-1 Lateral) to 2800 Acres,0,0,0,286,845,313,0,0,0,0,0,0,1444,1444,TRUE,+1444,,277601,
1986,198628,,-,-Pioneer Canal (P-1 Lateral) from 2800 Acres,Pioneer Canal (P-1 Lateral) from 2800 Acres,AF,Pioneer Canal (P-1 Lateral) from 2800 Acres,0,0,0,0,0,0,0,0,0,31,46,0,77,77,TRUE,-77,,277524,
1986,198629,,+,+River Canal Turnout to 2800 Acres,River Canal Turnout to 2800 Acres,AF,River Canal Turnout to 2800 Acres,0,0,0,0,0,0,0,0,0,286,0,0,286,286,TRUE,+286,,277810,
1986,198630,,-,-2800 Acre Recharge Facility,2800 Acre Recharge Facility,AF,2800 Acre Recharge Facility,0,18649,22925,15767,14977,14608,11084,9688,621,8980,9159,6126,132584,132584,TRUE,-132584,,145226,TRUE
1986,198631,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,0,0,28008,14660,26958,43989,20513,11092,6,0,0,0,145226,145226,TRUE,=145226,TRUE,145226,
1987,198701,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,24117,28919,43408,44894,43609,68424,73047,42545,18589,15824,14269,14664,432309,432309,TRUE,+432309,,+432309,
1987,198702,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,611,676,655,676,655,676,676,655,676,655,676,7963,7963,TRUE,-7963,,424346,
1987,198703,1010,-,-Beardsley Canal at Head,Beardsley Diversion,AF,Beardsley Canal at Head,11934,13297,19047,24694,21852,17597,23968,11583,5074,6984,5946,4191,166167,166167,TRUE,-166167,,258179,
1987,198704,1020,-,-Carrier Canal at Head,Carrier Diversion,AF,Carrier Canal at Head,7916,15011,23685,19545,20626,35500,34889,22437,10393,7396,5679,6660,209737,209737,TRUE,-209737,,48442,TRUE
1987,198705,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,3591,0,0,0,455,14672,13514,7849,2467,768,1989,3137,48442,48442,TRUE,=48442,TRUE,48442,
1987,198706,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,0,24,0,0,0,0,0,748,1043,204,0,3558,5577,5577,TRUE,+5577,,54019,
1987,198707,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,1021,1297,2113,3292,3481,613,0,0,0,0,0,0,11817,11817,TRUE,+11817,,65836,
1987,198708,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,458,0,0,0,0,11141,9152,4416,0,0,0,0,25167,25167,TRUE,-25167,,40669,
1987,198709,1040,-,-Calloway Canal at Head,Calloway Diversion,AF,Calloway Canal at Head,3326,1046,1514,2618,3201,3320,3449,3410,2872,839,874,2614,29083,29083,TRUE,-29083,,11586,
1987,198710,2002,-,-River Loss: Rocky Point to Calloway Weir,River Loss: Rocky Point to Calloway Weir,AF,River Loss: Rocky Point to Calloway Weir,429,275,538,674,717,824,913,656,503,89,1063,721,7402,7402,TRUE,-7402,,4184,TRUE
1987,198711,1050,=,=Calloway River Weir,Flow at Riverview Park,AF,Calloway River Weir,399,0,61,0,18,0,0,115,135,44,52,3360,4184,4184,TRUE,=4184,TRUE,4184,
1987,198712,1051,+,+CVC T.O. #4 to River,CVC T.O. #4 to River,AF,CVC T.O. #4 to River,97,0,0,147,69,0,0,452,3965,869,0,1588,7187,7187,TRUE,+7187,,11371,
1987,198713,1052,+,+CVC T.O. #3 to River,CVC T.O. #3 to River,AF,CVC T.O. #3 to River,0,0,0,0,0,0,0,0,1315,653,0,1387,3355,3355,TRUE,+3355,,14726,
1987,198714,1054,+,+Friant-Kern Inflow,Friant-Kern Inflow,AF,Friant-Kern Inflow,0,0,0,0,0,0,0,0,450,0,0,0,450,450,TRUE,+450,,15176,
1987,198715,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,15176,
1987,198716,2003,-,-River Loss: Cally. Weir to River Canal Weir,River Loss: Cally. Weir to River Canal Weir,AF,River Loss: Cally. Weir to River Canal Weir,496,0,61,147,87,0,0,567,5676,1457,52,5839,14382,14382,TRUE,-14382,,794,TRUE
1987,198717,1070,=,=River Canal Weir,Flow at Coffee Rd,AF,River Canal Weir,0,0,0,0,0,0,0,0,189,109,0,496,794,794,TRUE,=794,TRUE,794,
1987,198718,,+,+Pioneer Turnout,Pioneer Turnout,AF,Pioneer Turnout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,794,
1987,198719,1071,+,+CVC T.O. #2 to River,CVC T.O. #2 to River,AF,CVC T.O. #2 to River,0,0,0,0,0,0,0,0,0,0,0,510,510,510,TRUE,+510,,1304,
1987,198720,1073,-,-Rosedale Channel at Head,Rosedale Channel Diversion,AF,Rosedale Channel at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,1304,
1987,198721,1072,-,-Pioneer Canal at Head,Pioneer Canal at Head,AF,Pioneer Canal at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,1304,
1987,198722,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,0,0,0,0,0,0,0,0,189,109,0,685,983,983,TRUE,-983,,321,TRUE
1987,198723,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,0,0,0,0,0,0,0,0,0,0,0,321,321,321,TRUE,=321,TRUE,321,
1987,198724,,-,-River Loss: Std. Hwy. to Berrenda Mesa T.O.,River Loss: Std. Hwy. to Berrenda Mesa T.O.,AF,River Loss: Std. Hwy. to Berrenda Mesa T.O.,0,0,0,0,0,0,0,0,0,0,0,321,321,321,TRUE,-321,,0,
1987,198725,,-,-Berrenda Mesa Turnout from River,Berrenda Mesa Turnout from River,AF,Berrenda Mesa Turnout from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
1987,198726,,+,+CVC T.O. #1 to River,CVC T.O. #1 to River,AF,CVC T.O. #1 to River,3666,3713,0,0,0,0,0,0,0,0,0,0,7379,7379,TRUE,+7379,,7379,
